class,attribute,visibility,name,index,type,primitive,nullness
org.apache.commons.io.input.ReversedLinesFileReader,method,,<init>(Ljava/io/File;ILjava/lang/String;)V,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.input.ReversedLinesFileReader,method,,<init>(Ljava/io/File;ILjava/lang/String;)V,1,I,true,NonNull
org.apache.commons.io.input.ReversedLinesFileReader,method,,<init>(Ljava/io/File;ILjava/lang/String;)V,2,Ljava/lang/String;,false,NonNull
org.apache.commons.io.input.ReversedLinesFileReader,method,,readLine()Ljava/lang/String;,-1,Ljava/lang/String;,false,Nullable
org.apache.commons.io.input.ReversedLinesFileReader,method,,close()V,-1,V,true,Unknown
org.apache.commons.io.input.ReversedLinesFileReader,method,,access$300(Lorg/apache/commons/io/input/ReversedLinesFileReader;)I,-1,I,true,Unknown
org.apache.commons.io.input.ReversedLinesFileReader,method,,access$300(Lorg/apache/commons/io/input/ReversedLinesFileReader;)I,0,Lorg/apache/commons/io/input/ReversedLinesFileReader;,false,Unknown
org.apache.commons.io.input.ReversedLinesFileReader,method,,access$400(Lorg/apache/commons/io/input/ReversedLinesFileReader;)Ljava/io/RandomAccessFile;,-1,Ljava/io/RandomAccessFile;,false,Unknown
org.apache.commons.io.input.ReversedLinesFileReader,method,,access$400(Lorg/apache/commons/io/input/ReversedLinesFileReader;)Ljava/io/RandomAccessFile;,0,Lorg/apache/commons/io/input/ReversedLinesFileReader;,false,Unknown
org.apache.commons.io.input.ReversedLinesFileReader,method,,access$500(Lorg/apache/commons/io/input/ReversedLinesFileReader;)Ljava/nio/charset/Charset;,-1,Ljava/nio/charset/Charset;,false,Unknown
org.apache.commons.io.input.ReversedLinesFileReader,method,,access$500(Lorg/apache/commons/io/input/ReversedLinesFileReader;)Ljava/nio/charset/Charset;,0,Lorg/apache/commons/io/input/ReversedLinesFileReader;,false,Unknown
org.apache.commons.io.input.ReversedLinesFileReader,method,,access$600(Lorg/apache/commons/io/input/ReversedLinesFileReader;)I,-1,I,true,Unknown
org.apache.commons.io.input.ReversedLinesFileReader,method,,access$600(Lorg/apache/commons/io/input/ReversedLinesFileReader;)I,0,Lorg/apache/commons/io/input/ReversedLinesFileReader;,false,Unknown
org.apache.commons.io.input.ReversedLinesFileReader,method,,access$700(Lorg/apache/commons/io/input/ReversedLinesFileReader;)I,-1,I,true,Unknown
org.apache.commons.io.input.ReversedLinesFileReader,method,,access$700(Lorg/apache/commons/io/input/ReversedLinesFileReader;)I,0,Lorg/apache/commons/io/input/ReversedLinesFileReader;,false,Unknown
org.apache.commons.io.input.ReversedLinesFileReader,method,,access$800(Lorg/apache/commons/io/input/ReversedLinesFileReader;)[[B,-1,[[B,false,Unknown
org.apache.commons.io.input.ReversedLinesFileReader,method,,access$800(Lorg/apache/commons/io/input/ReversedLinesFileReader;)[[B,0,Lorg/apache/commons/io/input/ReversedLinesFileReader;,false,Unknown
org.apache.commons.io.input.ReversedLinesFileReader,method,,<clinit>()V,-1,V,true,Unknown
org.apache.commons.io.input.SwappedDataInputStream,method,,<init>(Ljava/io/InputStream;)V,-1,V,true,Unknown
org.apache.commons.io.input.SwappedDataInputStream,method,,<init>(Ljava/io/InputStream;)V,0,Ljava/io/InputStream;,false,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,readBoolean()Z,-1,Z,true,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,readByte()B,-1,B,true,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,readChar()C,-1,C,true,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,readDouble()D,-1,D,true,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,readFloat()F,-1,F,true,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,readFully([B)V,-1,V,true,Unknown
org.apache.commons.io.input.SwappedDataInputStream,method,,readFully([B)V,0,[B,false,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,readFully([BII)V,-1,V,true,Unknown
org.apache.commons.io.input.SwappedDataInputStream,method,,readFully([BII)V,0,[B,false,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,readFully([BII)V,1,I,true,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,readFully([BII)V,2,I,true,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,readInt()I,-1,I,true,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,readLine()Ljava/lang/String;,-1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,readLong()J,-1,J,true,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,readShort()S,-1,S,true,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,readUnsignedByte()I,-1,I,true,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,readUnsignedShort()I,-1,I,true,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,readUTF()Ljava/lang/String;,-1,Ljava/lang/String;,false,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,skipBytes(I)I,-1,I,true,NonNull
org.apache.commons.io.input.SwappedDataInputStream,method,,skipBytes(I)I,0,I,true,NonNull
org.apache.commons.io.input.TaggedInputStream,field,,tag,-1,,,NonNull
org.apache.commons.io.input.TaggedInputStream,method,,<init>(Ljava/io/InputStream;)V,-1,V,true,Unknown
org.apache.commons.io.input.TaggedInputStream,method,,<init>(Ljava/io/InputStream;)V,0,Ljava/io/InputStream;,false,NonNull
org.apache.commons.io.input.TaggedInputStream,method,,isCauseOf(Ljava/lang/Throwable;)Z,-1,Z,true,NonNull
org.apache.commons.io.input.TaggedInputStream,method,,isCauseOf(Ljava/lang/Throwable;)Z,0,Ljava/lang/Throwable;,false,NonNull
org.apache.commons.io.input.TaggedInputStream,method,,throwIfCauseOf(Ljava/lang/Throwable;)V,-1,V,true,Unknown
org.apache.commons.io.input.TaggedInputStream,method,,throwIfCauseOf(Ljava/lang/Throwable;)V,0,Ljava/lang/Throwable;,false,NonNull
org.apache.commons.io.input.TaggedInputStream,method,,handleIOException(Ljava/io/IOException;)V,-1,V,true,Unknown
org.apache.commons.io.input.TaggedInputStream,method,,handleIOException(Ljava/io/IOException;)V,0,Ljava/io/IOException;,false,NonNull
org.apache.commons.io.input.Tailer,field,,DEFAULT_DELAY_MILLIS,-1,,,NonNull
org.apache.commons.io.input.Tailer,field,,RAF_MODE,-1,,,NonNull
org.apache.commons.io.input.Tailer,field,,DEFAULT_BUFSIZE,-1,,,NonNull
org.apache.commons.io.input.Tailer,field,,DEFAULT_CHARSET,-1,,,NonNull
org.apache.commons.io.input.Tailer,field,,inbuf,-1,,,NonNull
org.apache.commons.io.input.Tailer,field,,file,-1,,,NonNull
org.apache.commons.io.input.Tailer,field,,cset,-1,,,NonNull
org.apache.commons.io.input.Tailer,field,,delayMillis,-1,,,NonNull
org.apache.commons.io.input.Tailer,field,,end,-1,,,NonNull
org.apache.commons.io.input.Tailer,field,,listener,-1,,,NonNull
org.apache.commons.io.input.Tailer,field,,reOpen,-1,,,NonNull
org.apache.commons.io.input.Tailer,field,,run,-1,,,NonNull
org.apache.commons.io.input.Tailer,field,,$assertionsDisabled,-1,,,Unknown
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;)V,-1,V,true,Unknown
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;)V,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;)V,1,Lorg/apache/commons/io/input/TailerListener;,false,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;J)V,-1,V,true,Unknown
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;J)V,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;J)V,1,Lorg/apache/commons/io/input/TailerListener;,false,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;J)V,2,J,true,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZ)V,-1,V,true,Unknown
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZ)V,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZ)V,1,Lorg/apache/commons/io/input/TailerListener;,false,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZ)V,2,J,true,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZ)V,3,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZ)V,-1,V,true,Unknown
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZ)V,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZ)V,1,Lorg/apache/commons/io/input/TailerListener;,false,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZ)V,2,J,true,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZ)V,3,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZ)V,4,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZI)V,-1,V,true,Unknown
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZI)V,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZI)V,1,Lorg/apache/commons/io/input/TailerListener;,false,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZI)V,2,J,true,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZI)V,3,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZI)V,4,I,true,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZI)V,-1,V,true,Unknown
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZI)V,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZI)V,1,Lorg/apache/commons/io/input/TailerListener;,false,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZI)V,2,J,true,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZI)V,3,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZI)V,4,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZI)V,5,I,true,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Ljava/nio/charset/Charset;Lorg/apache/commons/io/input/TailerListener;JZZI)V,-1,V,true,Unknown
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Ljava/nio/charset/Charset;Lorg/apache/commons/io/input/TailerListener;JZZI)V,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Ljava/nio/charset/Charset;Lorg/apache/commons/io/input/TailerListener;JZZI)V,1,Ljava/nio/charset/Charset;,false,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Ljava/nio/charset/Charset;Lorg/apache/commons/io/input/TailerListener;JZZI)V,2,Lorg/apache/commons/io/input/TailerListener;,false,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Ljava/nio/charset/Charset;Lorg/apache/commons/io/input/TailerListener;JZZI)V,3,J,true,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Ljava/nio/charset/Charset;Lorg/apache/commons/io/input/TailerListener;JZZI)V,4,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Ljava/nio/charset/Charset;Lorg/apache/commons/io/input/TailerListener;JZZI)V,5,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,<init>(Ljava/io/File;Ljava/nio/charset/Charset;Lorg/apache/commons/io/input/TailerListener;JZZI)V,6,I,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZI)Lorg/apache/commons/io/input/Tailer;,-1,Lorg/apache/commons/io/input/Tailer;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZI)Lorg/apache/commons/io/input/Tailer;,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZI)Lorg/apache/commons/io/input/Tailer;,1,Lorg/apache/commons/io/input/TailerListener;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZI)Lorg/apache/commons/io/input/Tailer;,2,J,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZI)Lorg/apache/commons/io/input/Tailer;,3,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZI)Lorg/apache/commons/io/input/Tailer;,4,I,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZI)Lorg/apache/commons/io/input/Tailer;,-1,Lorg/apache/commons/io/input/Tailer;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZI)Lorg/apache/commons/io/input/Tailer;,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZI)Lorg/apache/commons/io/input/Tailer;,1,Lorg/apache/commons/io/input/TailerListener;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZI)Lorg/apache/commons/io/input/Tailer;,2,J,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZI)Lorg/apache/commons/io/input/Tailer;,3,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZI)Lorg/apache/commons/io/input/Tailer;,4,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZI)Lorg/apache/commons/io/input/Tailer;,5,I,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Ljava/nio/charset/Charset;Lorg/apache/commons/io/input/TailerListener;JZZI)Lorg/apache/commons/io/input/Tailer;,-1,Lorg/apache/commons/io/input/Tailer;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Ljava/nio/charset/Charset;Lorg/apache/commons/io/input/TailerListener;JZZI)Lorg/apache/commons/io/input/Tailer;,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Ljava/nio/charset/Charset;Lorg/apache/commons/io/input/TailerListener;JZZI)Lorg/apache/commons/io/input/Tailer;,1,Ljava/nio/charset/Charset;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Ljava/nio/charset/Charset;Lorg/apache/commons/io/input/TailerListener;JZZI)Lorg/apache/commons/io/input/Tailer;,2,Lorg/apache/commons/io/input/TailerListener;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Ljava/nio/charset/Charset;Lorg/apache/commons/io/input/TailerListener;JZZI)Lorg/apache/commons/io/input/Tailer;,3,J,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Ljava/nio/charset/Charset;Lorg/apache/commons/io/input/TailerListener;JZZI)Lorg/apache/commons/io/input/Tailer;,4,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Ljava/nio/charset/Charset;Lorg/apache/commons/io/input/TailerListener;JZZI)Lorg/apache/commons/io/input/Tailer;,5,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Ljava/nio/charset/Charset;Lorg/apache/commons/io/input/TailerListener;JZZI)Lorg/apache/commons/io/input/Tailer;,6,I,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZ)Lorg/apache/commons/io/input/Tailer;,-1,Lorg/apache/commons/io/input/Tailer;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZ)Lorg/apache/commons/io/input/Tailer;,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZ)Lorg/apache/commons/io/input/Tailer;,1,Lorg/apache/commons/io/input/TailerListener;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZ)Lorg/apache/commons/io/input/Tailer;,2,J,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZ)Lorg/apache/commons/io/input/Tailer;,3,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZ)Lorg/apache/commons/io/input/Tailer;,-1,Lorg/apache/commons/io/input/Tailer;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZ)Lorg/apache/commons/io/input/Tailer;,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZ)Lorg/apache/commons/io/input/Tailer;,1,Lorg/apache/commons/io/input/TailerListener;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZ)Lorg/apache/commons/io/input/Tailer;,2,J,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZ)Lorg/apache/commons/io/input/Tailer;,3,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;JZZ)Lorg/apache/commons/io/input/Tailer;,4,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;J)Lorg/apache/commons/io/input/Tailer;,-1,Lorg/apache/commons/io/input/Tailer;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;J)Lorg/apache/commons/io/input/Tailer;,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;J)Lorg/apache/commons/io/input/Tailer;,1,Lorg/apache/commons/io/input/TailerListener;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;J)Lorg/apache/commons/io/input/Tailer;,2,J,true,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;)Lorg/apache/commons/io/input/Tailer;,-1,Lorg/apache/commons/io/input/Tailer;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;)Lorg/apache/commons/io/input/Tailer;,0,Ljava/io/File;,false,NonNull
org.apache.commons.io.input.Tailer,method,,create(Ljava/io/File;Lorg/apache/commons/io/input/TailerListener;)Lorg/apache/commons/io/input/Tailer;,1,Lorg/apache/commons/io/input/TailerListener;,false,NonNull
org.apache.commons.io.input.Tailer,method,,getFile()Ljava/io/File;,-1,Ljava/io/File;,false,NonNull
org.apache.commons.io.input.Tailer,method,,getRun()Z,-1,Z,true,NonNull
org.apache.commons.io.input.Tailer,method,,getDelay()J,-1,J,true,NonNull
org.apache.commons.io.input.Tailer,method,,run()V,-1,V,true,Unknown
org.apache.commons.io.input.Tailer,method,,stop()V,-1,V,true,Unknown
org.apache.commons.io.input.Tailer,method,,readLines(Ljava/io/RandomAccessFile;)J,-1,J,true,NonNull
org.apache.commons.io.input.Tailer,method,,readLines(Ljava/io/RandomAccessFile;)J,0,Ljava/io/RandomAccessFile;,false,NonNull
org.apache.commons.io.input.Tailer,method,,<clinit>()V,-1,V,true,Unknown
org.apache.commons.io.input.TailerListener,method,,init(Lorg/apache/commons/io/input/Tailer;)V,-1,V,true,Unknown
org.apache.commons.io.input.TailerListener,method,,init(Lorg/apache/commons/io/input/Tailer;)V,0,Lorg/apache/commons/io/input/Tailer;,false,NonNull
org.apache.commons.io.input.TailerListener,method,,fileNotFound()V,-1,V,true,Unknown
org.apache.commons.io.input.TailerListener,method,,fileRotated()V,-1,V,true,Unknown
org.apache.commons.io.input.TailerListener,method,,handle(Ljava/lang/String;)V,-1,V,true,Unknown
org.apache.commons.io.input.TailerListener,method,,handle(Ljava/lang/String;)V,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.input.TailerListener,method,,handle(Ljava/lang/Exception;)V,-1,V,true,Unknown
org.apache.commons.io.input.TailerListener,method,,handle(Ljava/lang/Exception;)V,0,Ljava/lang/Exception;,false,NonNull
org.apache.commons.io.input.TailerListenerAdapter,method,,<init>()V,-1,V,true,Unknown
org.apache.commons.io.input.TailerListenerAdapter,method,,init(Lorg/apache/commons/io/input/Tailer;)V,-1,V,true,Unknown
org.apache.commons.io.input.TailerListenerAdapter,method,,init(Lorg/apache/commons/io/input/Tailer;)V,0,Lorg/apache/commons/io/input/Tailer;,false,NonNull
org.apache.commons.io.input.TailerListenerAdapter,method,,fileNotFound()V,-1,V,true,Unknown
org.apache.commons.io.input.TailerListenerAdapter,method,,fileRotated()V,-1,V,true,Unknown
org.apache.commons.io.input.TailerListenerAdapter,method,,handle(Ljava/lang/String;)V,-1,V,true,Unknown
org.apache.commons.io.input.TailerListenerAdapter,method,,handle(Ljava/lang/String;)V,0,Ljava/lang/String;,false,NonNull
org.apache.commons.io.input.TailerListenerAdapter,method,,handle(Ljava/lang/Exception;)V,-1,V,true,Unknown
org.apache.commons.io.input.TailerListenerAdapter,method,,handle(Ljava/lang/Exception;)V,0,Ljava/lang/Exception;,false,NonNull
org.apache.commons.io.input.TailerListenerAdapter,method,,endOfFileReached()V,-1,V,true,Unknown
org.apache.commons.io.input.TeeInputStream,field,,branch,-1,,,NonNull
org.apache.commons.io.input.TeeInputStream,field,,closeBranch,-1,,,NonNull
org.apache.commons.io.input.TeeInputStream,method,,<init>(Ljava/io/InputStream;Ljava/io/OutputStream;)V,-1,V,true,Unknown
org.apache.commons.io.input.TeeInputStream,method,,<init>(Ljava/io/InputStream;Ljava/io/OutputStream;)V,0,Ljava/io/InputStream;,false,NonNull
org.apache.commons.io.input.TeeInputStream,method,,<init>(Ljava/io/InputStream;Ljava/io/OutputStream;)V,1,Ljava/io/OutputStream;,false,NonNull
org.apache.commons.io.input.TeeInputStream,method,,<init>(Ljava/io/InputStream;Ljava/io/OutputStream;Z)V,-1,V,true,Unknown
org.apache.commons.io.input.TeeInputStream,method,,<init>(Ljava/io/InputStream;Ljava/io/OutputStream;Z)V,0,Ljava/io/InputStream;,false,NonNull
org.apache.commons.io.input.TeeInputStream,method,,<init>(Ljava/io/InputStream;Ljava/io/OutputStream;Z)V,1,Ljava/io/OutputStream;,false,NonNull
org.apache.commons.io.input.TeeInputStream,method,,<init>(Ljava/io/InputStream;Ljava/io/OutputStream;Z)V,2,Z,true,NonNull
org.apache.commons.io.input.TeeInputStream,method,,close()V,-1,V,true,Unknown
org.apache.commons.io.input.TeeInputStream,method,,read()I,-1,I,true,NonNull
org.apache.commons.io.input.TeeInputStream,method,,read([BII)I,-1,I,true,NonNull
org.apache.commons.io.input.TeeInputStream,method,,read([BII)I,0,[B,false,NonNull
org.apache.commons.io.input.TeeInputStream,method,,read([BII)I,1,I,true,NonNull
org.apache.commons.io.input.TeeInputStream,method,,read([BII)I,2,I,true,NonNull
org.apache.commons.io.input.TeeInputStream,method,,read([B)I,-1,I,true,NonNull
org.apache.commons.io.input.TeeInputStream,method,,read([B)I,0,[B,false,NonNull
org.apache.commons.io.input.UnixLineEndingInputStream,field,,slashNSeen,-1,,,NonNull
org.apache.commons.io.input.UnixLineEndingInputStream,field,,slashRSeen,-1,,,NonNull
org.apache.commons.io.input.UnixLineEndingInputStream,field,,eofSeen,-1,,,NonNull
org.apache.commons.io.input.UnixLineEndingInputStream,field,,target,-1,,,NonNull
org.apache.commons.io.input.UnixLineEndingInputStream,field,,ensureLineFeedAtEndOfFile,-1,,,NonNull
org.apache.commons.io.input.UnixLineEndingInputStream,method,,<init>(Ljava/io/InputStream;Z)V,-1,V,true,Unknown
org.apache.commons.io.input.UnixLineEndingInputStream,method,,<init>(Ljava/io/InputStream;Z)V,0,Ljava/io/InputStream;,false,NonNull
org.apache.commons.io.input.UnixLineEndingInputStream,method,,<init>(Ljava/io/InputStream;Z)V,1,Z,true,NonNull
org.apache.commons.io.input.UnixLineEndingInputStream,method,,readWithUpdate()I,-1,I,true,NonNull
org.apache.commons.io.input.UnixLineEndingInputStream,method,,read()I,-1,I,true,NonNull
org.apache.commons.io.input.UnixLineEndingInputStream,method,,eofGame(Z)I,-1,I,true,NonNull
org.apache.commons.io.input.UnixLineEndingInputStream,method,,eofGame(Z)I,0,Z,true,NonNull
org.apache.commons.io.input.UnixLineEndingInputStream,method,,close()V,-1,V,true,Unknown
org.apache.commons.io.input.UnixLineEndingInputStream,method,,mark(I)V,-1,V,true,Unknown
org.apache.commons.io.input.UnixLineEndingInputStream,method,,mark(I)V,0,I,true,NonNull
org.apache.commons.io.input.WindowsLineEndingInputStream,field,,slashRSeen,-1,,,NonNull
org.apache.commons.io.input.WindowsLineEndingInputStream,field,,slashNSeen,-1,,,NonNull
org.apache.commons.io.input.WindowsLineEndingInputStream,field,,injectSlashN,-1,,,NonNull
org.apache.commons.io.input.WindowsLineEndingInputStream,field,,eofSeen,-1,,,NonNull
org.apache.commons.io.input.WindowsLineEndingInputStream,field,,target,-1,,,NonNull
org.apache.commons.io.input.WindowsLineEndingInputStream,field,,ensureLineFeedAtEndOfFile,-1,,,NonNull
